,Sentence,label,transliterated
1757,Bro...nNeen este Roast madudru...China ne beku anthare ivrnella gun thagond shoot madbeku aagadru India dalli eetara Desha virodhi galu sattadru saythare... Nin video nodi actually innondsari tiktok alla mbl muttoku nin permission kelbeku... nInnond strong aagi video madu guru...,Offensive_Targeted_Insult_Other,{'kn': 'ಬ್ರೋ...ನ್ನೀನ್ ಎಸ್ಟ್ ರೋಸ್ಟ್ ಮಾಡುದ್ರು...ಚೀನಾ ನೇ ಬೇಕು ಅಂತರೆ ಇವರ್ನೆಲ್ಲಾ ಗನ್ ಥಾಗೊಂಡ್ ಶೂಟ್ ಮಾಡ್ಬೇಕು ಆಗರ್ದು ಇಂಡಿಯಾ ದಲ್ಲಿ ಈತರ ದೇಶ ವಿರೋಧಿ ಗಳು ಸತ್ತದರು ಸಾಯ್ತರೆ... ನೀನ್ ವೀಡಿಯೋ ನೋಡಿ ಅಕ್ಟೂಲ್ ಇನ್ನೋಂಡ್ಸರಿ ಟಿಕ್ಟಾಕ್ ಅಲ್ಲಾ ಮಿಬಿಲಿ ಮುತ್ಕೊಕು ನೀನ್ ಪರ್ಮಿಷನ್ ಕೇಳ್ಬೇಕು... ನಿನ್ನಂಡ್ ಸ್ಟ್ರಾಂಗ್ ಆಗಿ ವೀಡಿಯೋ ಮಾಡು ಗುರು...'}
1758,Super tippa story,not-Kannada,{'kn': 'ಸೂಪರ್ ಟಿಪ್ಪ ಸ್ಟೋರಿ'}
1759,Hands up ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ .. Althe best ASN...simple Star ನ ಅದ್ಧೂರಿ ಅವತಾರ.. ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ..,Not_offensive,{'kn': 'ಹಂದ ಅಪ್ ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ .. ಅಲ್ಥೆ ಬೆಸ್ಟ್ ಆನ್ಸ್...ಸಿಂಪಲ್ ಸ್ಟಾರ್ ನ ಅದ್ಧೂರಿ ಅವತಾರ.. ಅವನೇ ಶ್ರೀಮನ್ನಾರಾಯಣ..'}
1760,Brother nange kanniranna control madlikke agalilla... Nanage nanna ammana nenapu kadtide... Jotege idu out of feeling..,Not_offensive,{'kn': 'ಬ್ರದರ್ ನಂಗೆ ಕಣ್ಣಿರಣ್ಣ ಕಂಟ್ರೋಲ್ ಮಾಡ್ಲಿಕ್ಕೆ ಆಗಲಿಲ್ಲ... ನನಗೆ ನನ್ನ ಅಮ್ಮಾನ ನೆನಪು ಕಟ್ಟಿದೆ... ಜೊತೆಗೆ ಇದು ಔಟ್ ಅಫ್ ಫೀಲಿಂಗ್..'}
1761,@Nandi Parthasarathi  ಮುಚ್ಚಲ್ಲೇ.... ಮರಿ  ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು .ರಾಜಕಮಲ್ ಗೆ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾಸನೆ. ಸರಿಯಾದ ಮೆಂಟೇನ್ಸ್ಸ್ ಇಲ್ಲ.  ಅವಾಗ ಕನ್ನಡ ಸಿನಿಮಾ ಹಾಕೋಡ್ರ್ಲ್ಲಿ ನಮ್ಮಗೂ ಇಷ್ಟ ಇತ್ತು. ತೆಲುಗು  ಸೈರ ನರಸಿಂಹ ರೆಡ್ಡಿ ಹಾಕಿಡೋನೋ ರಾಜಕಮಲ್ ಮರ್ಯಾದೆ ನೋ ಹೋಯಿತು,Offensive_Targeted_Insult_Individual,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ಮುಚ್ಚಲ್ಲೇ.... ಮರಿ ದೊಡ್ಡಬಳ್ಳಾಪುರ ಇತಿಹಾಸ ಏನೋ ಗೋತು .ರಾಜಕಮಲ್ ಗೆ ಸಿನಿಮಾ ಹೊದ್ರೆ ಕ್ಲಿನ್ ಇಲ್ಲ ವಾಸನೆ. ಸರಿಯಾದ ಮೆಂಟೇನ್ಸ್ಸ್ ಇಲ್ಲ. ಅವಾಗ ಕನ್ನಡ ಸಿನಿಮಾ ಹಾಕೋಡ್ರ್ಲ್ಲಿ ನಮ್ಮಗೂ ಇಷ್ಟ ಇತ್ತು. ತೆಲುಗು ಸೈರ ನರಸಿಂಹ ರೆಡ್ಡಿ ಹಾಕಿಡೋನೋ ರಾಜಕಮಲ್ ಮರ್ಯಾದೆ ನೋ ಹೋಯಿತು'}
1762,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,Not_offensive,{'kn': 'ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ'}
1763,ನಂಗೆ ತುಂಬಾ ಬೇಜರಾಯಿತು ಒಂದು ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಿಸ್ ಮಾಡ್ಕೊಂಡೆ ಅಂತ theater li ನೋಡಬೇಕಿತ್ತು.nI feel guilty,Not_offensive,{'kn': 'ನಂಗೆ ತುಂಬಾ ಬೇಜರಾಯಿತು ಒಂದು ಒಳ್ಳೆ ಸಿನಿಮಾ ಮಿಸ್ ಮಾಡ್ಕೊಂಡೆ ಅಂತ ಥೇಟರ್ ಲಿ ನೋಡಬೇಕಿತ್ತು.ನೀ ಫೀಲ್ ಗಿಲ್ಟಿ'}
1764,Nam kannada songs yavglu super hit,Not_offensive,{'kn': 'ನಾಮ್ ಕನ್ನಡ ಸಾಂಗ್ಸ್ ಯಾವಿಗ್ಲೂ ಸೂಪರ್ ಹಿಟ್'}
1765,It is karabu.,not-Kannada,{'kn': 'ಐಟಿ ಐಎಸ್ ಕರಾಬು.'}
1766,Frickin ear worm of a song..Ppa pa ba ppa pa pa pa pa pa..,not-Kannada,{'kn': 'ಫ್ರಿಕೆನ್ ಏರ್ ವರ್ಮ್ ಅಫ್ ಏ ಸಾಂಗ್..ಪ್ಪಾ ಪಿಎ ಬಿಎ ಪ್ಪಾ ಪಿಎ ಪಿಎ ಪಿಎ ಪಿಎ ಪಿಎ..'}
1767,You deserve big level,not-Kannada,{'kn': 'ಯುಎ ಡಿಸರ್ವ್ ಬಿಗ್ ಲೆವಲ್'}
1768,@Raja Vishnuvardhana hagidre enu madok agolla bidu.hahaha.,Not_offensive,{'kn': '@ರಾಜಾ ವಿಷ್ಣುವರ್ಧನ ಹಾಗಿದ್ರೆ ಏನು ಮಾಡೋಕ್ ಆಗೋಲ್ಲ ಬೀಡು.ಹಾಹಾಹಾ.'}
1769,Nim mane ge banadhu ellva ..,Not_offensive,{'kn': 'ನಿಮ್ ಮನೆ ಗೆ ಬಾಣದು ಎಳ್ಳ್ವ ..'}
1770,@Nandi Parthasarathi ಹಡಿತೀನಿ ಬಂದ್ರೆ ತುಲ್ಲರೆ no ಹಾಕೆ ಬೇವರ್ಸಿ,Offensive_Targeted_Insult_Individual,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ಹಡಿತೀನಿ ಬಂದ್ರೆ ತುಲ್ಲರೆ ನೋ ಹಾಕೆ ಬೇವರ್ಸಿ'}
1771,Rocking star kadi enda all de best,Not_offensive,{'kn': 'ರಾಕಿಂಗ್ ಸ್ಟಾರ್ ಕಡಿ ಎಂದ ಆಲ ಡೇ ಬೆಸ್ಟ್'}
1772,All the best prajwal Devaraj Bøss,Not_offensive,{'kn': 'ಆಲ ದ ಬೆಸ್ಟ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜು ಬಿಎøಎಸ್ಸ್'}
1773,Repeat mode pe,not-Kannada,{'kn': 'ರಿಪಿಯಟ್ ಮೋಡ್ ಪೀ'}
1774,@Nandi Parthasarathi yar kandha ninu,Offensive_Targeted_Insult_Individual,{'kn': '@ನಂದಿ ಪರ್ಥಸರಾತಿ ಯಾರ್ ಕಾಂಧಾ ನೀನು'}
1775,I am thyada,not-Kannada,{'kn': 'ಈ ಆಂ ತ್ಯದ'}
1776,SUPER GURU..SARIYAGI BAYDIDYA ESHTU UGUDHRU ENNA BUDDI BARALLA KELAVU MUNDEGALIGE..,Offensive_Targeted_Insult_Group,{'kn': 'ಸೂಪರ್ ಗುರು..ಸರಿಯಾಗಿ ಬಾಯ್ದಿಡ್ಯ ಎಷ್ಟು ಉಗುದ್ರು ಇನ್ನ ಬುದ್ದಿ ಬರಲ್ಲಾ ಕೆಲವು ಮುಂದೆಗಳಿಗೆ..'}
1777,Nin voice and dialogues ge fidha guru 🤣🤣🤣🤣🤣,Not_offensive,{'kn': 'ನೀನ್ ವೈಸ್ ಆಂಡ್ ಡೈಲ್ಯಾಗಸ್ ಗೆ ಫಿಧಾ ಗುರು 🤣🤣🤣🤣🤣'}
1778,Bro yaarnu bidbedi tiktok uninstall aagovargu rost Maadi. Prathiyobrunnu,Offensive_Targeted_Insult_Group,{'kn': 'ಬ್ರೋ ಯಾರನು ಬಿಡ್ಬೇಡಿ ಟಿಕ್ಟಾಕ್ ಯೂನಿನ್ಸ್ಟಲ್ ಆಗೋವರ್ಗೂ ರೋಸ್ಟ್ ಮಾಡಿ. ಪ್ರತಿಯೋಬರುನ್ನು'}
1779,Madolla because promotion asten madilla making kgf ginta dull ede,Not_offensive,{'kn': 'ಮದೊಳ್ಳ ಬಿಚೌಸ್ ಪ್ರೊಮೋಷನ್ ಆಸ್ಟನ್ ಮಾಡಿಲ್ಲ ಮೇಕಿಂಗ್ ಜೆಬ್ ಗಿಂತ ಡುಲ್ ಎದೆ'}
1780,ಸೂಳೆಮಗನೇ yengo ediya ಎಲ್ಲಾ ಕಡೆ daagar ankondu promotion madtira gaandu sulemakla daagar kano avnu Darshan alla 🤦‍,Offensive_Targeted_Insult_Group,{'kn': 'ಸೂಳೆಮಗನೇ ಎಂಗೋ ಏಡಿಯ ಎಲ್ಲಾ ಕಡೆ ಡಗರ್ ಅಂಕೊಂಡು ಪ್ರೊಮೋಷನ್ ಮದ್ತಿರ ಗಂಡು ಸುಲೇಮಕ್ಲಾ ಡಗರ್ ಕ್ಯಾನೋ ಅವನು ದರ್ಶನ್ ಅಲ್ಲಾ 🤦\u200d'}
1781,Ravi Bandivaddar Osm,not-Kannada,{'kn': 'ರವಿ ಬಂದಿವಾದ್ದರ ಆಸಂ'}
1782,ಸಾರ್ ನಿಮ್ಮ film ಸೊತಿಲ್ಲ....nಜನರೆಲ್ಲಾ ಮೆಚ್ಚುಗೆ ವ್ಯಕ್ತಪಡಿಸಿದ್ದಾರೆ..,Not_offensive,{'kn': 'ಸಾರ್ ನಿಮ್ಮ ಫಿಲ್ಮ್ ಸೊತಿಲ್ಲ....ನ್ಜನರೆಲ್ಲಾ ಮೆಚ್ಚುಗೆ ವ್ಯಕ್ತಪಡಿಸಿದ್ದಾರೆ..'}
1783,Bisilu nadalli hola uluvavane nijavada raita,Not_offensive,{'kn': 'ಬಿಸಿಲು ನದಲ್ಲಿ ಹೊಲ ಉಳುವವನೆ ನಿಜವಾದ ರೈತ'}
1784,Jai D boss Jai simple,Not_offensive,{'kn': 'ಜೈ ಡ್ ಬಾಸ್ ಜೈ ಸಿಂಪಲ್'}
1785,ಆಲ್ ದಿ ಬೆಸ್ಟ್ ರಕ್ಷಿತ್ ಬ್ರೋ ಕೀಪ್ ರಾಕಿಂಗ್,Not_offensive,{'kn': 'ಆಲ್ ದಿ ಬೆಸ್ಟ್ ರಕ್ಷಿತ್ ಬ್ರೋ ಕೀಪ್ ರಾಕಿಂಗ್'}
1786,ಈ ಹಾಡಿಗೇ  ಥಿಯೇಟರ್ ಅಲ್ಲಿ ಸ್ಟೇಪ್ಸ್ ಹಾಕೋದೋರು ಓಂದು like  ಕೋಡ್ರೋ,Not_offensive,{'kn': 'ಈ ಹಾಡಿಗೇ ಥಿಯೇಟರ್ ಅಲ್ಲಿ ಸ್ಟೇಪ್ಸ್ ಹಾಕೋದೋರು ಓಂದು ಲೈಕ್ ಕೋಡ್ರೋ'}
1787,ಅಪ್ಪು ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಹಿಮ್,Not_offensive,{'kn': 'ಅಪ್ಪು ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಹಿಮ್'}
1788,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಪಿಲ್ಮ ಯಾರಿಗೆ ಇಷ್ಟಯಿಂದೆ  ಅವರು ಲೈಕ್ ಮಾಡಿ ಪ್ಲೀಸ್,Not_offensive,{'kn': 'ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಪಿಲ್ಮ ಯಾರಿಗೆ ಇಷ್ಟಯಿಂದೆ ಅವರು ಲೈಕ್ ಮಾಡಿ ಪ್ಲೀಸ್'}
1789,@RAJ NRJ nijavada matu atleast navu avaranna nodi kaliyo pathagalu tumba irutte,Not_offensive,{'kn': '@ರಾಜ್ ನ್ರೇಜ್ ನಿಜವಾದ ಮತು ಅಥ್ಲೆಸ್ಟ್ ನಾವು ಅವರಣ್ಣ ನೋಡಿ ಕಲಿಯೋ ಪಾಠಗಳು ತುಂಬ ಇರುತ್ತೆ'}
1790,Vijay Prakash voice super,not-Kannada,{'kn': 'ವಿಜಯ್ ಪ್ರಕಾಶ್ ವೈಸ್ ಸೂಪರ್'}
1791,Super song 100 days pakka,Not_offensive,{'kn': 'ಸೂಪರ್ ಸಾಂಗ್ 100 ಡೇಸ್ ಪಕ್ಕ'}
1792,Bro ee devru yallru india davre na athava India bittu ogallva,Offensive_Targeted_Insult_Other,{'kn': 'ಬ್ರೋ ಈ ದೇವರು ಯಾಲ್ಲೂ ಇಂಡಿಯಾ ದಾವರ್ ನಾ ಅಥವಾ ಇಂಡಿಯಾ ಬಿತ್ತು ಒಗಲ್ಲ್ವ'}
1793,@jagadish g dambal,Not_offensive,{'kn': '@ಜಗದಿಶ್ ಜಿಎ ಡಂಬಲ್'}
1794,China apps ಯಾಕೆ ಬ್ಯಾನ್ ಮಾಡಬೇಕು ಅಂತ ಹೇಳುವವರಿಗೆ  ಚಪ್ಪಲಿಯಲ್ಲಿ ಹೋಡೆದು ಬುದ್ಧಿ ಕಲಿಸಬೇಕು .,Not_offensive,{'kn': 'ಚೀನಾ ಅಪ್ಸ್ ಯಾಕೆ ಬ್ಯಾನ್ ಮಾಡಬೇಕು ಅಂತ ಹೇಳುವವರಿಗೆ ಚಪ್ಪಲಿಯಲ್ಲಿ ಹೋಡೆದು ಬುದ್ಧಿ ಕಲಿಸಬೇಕು .'}
1795,Super brother.           Rajakiya laba yenidide    ano yochane,Offensive_Targeted_Insult_Group,{'kn': 'ಸೂಪರ್ ಬ್ರದರ್. ರಾಜಕಿಯ ಲಾಬಾ ಏನಿದಿದೆ ಅನೋ ಯೋಚನೆ'}
1796,Super  Anna,Not_offensive,{'kn': 'ಸೂಪರ್ ಅನ್ನಾ'}
1797,Diya and love mocktail ಮತ್ತೆ release aagbeku ಥಿಯೇಟರ್ li nodbeku,Not_offensive,{'kn': 'ದಿಯ ಆಂಡ್ ಲವ್ ಮೊಕ್ಟಿಲ್ ಮತ್ತೆ ರಿಲೀಸ್ ಆಗ್ಬೇಕು ಥಿಯೇಟರ್ ಲಿ ನೊಡ್ಬೇಕು'}
1798,ಸರಿಯಾದ planning ಇರಬೇಕು. ನಮ್ಮ ರಾಜ್ಯದವರು  Business ನಲ್ಲಿ improve ಆಗ್ಬೇಕು.,Offensive_Targeted_Insult_Individual,{'kn': 'ಸರಿಯಾದ ಪ್ಲಾನಿಂಗ್ ಇರಬೇಕು. ನಮ್ಮ ರಾಜ್ಯದವರು ಬಿಸಿನೆಸ್ ನಲ್ಲಿ ಇಂಪ್ರೋವ್ ಆಗ್ಬೇಕು.'}
1799,Chinddi  guru,Not_offensive,{'kn': 'ಚಿಂದಿ ಗುರು'}
1800,@Manohar Hiremath neen full urkondidiya bido,Offensive_Targeted_Insult_Individual,{'kn': '@ಮನೋಹರ್ ಹಿರೆಮಾಥ್ ನೀನ್ ಫುಲ್ ಉರುಕಿಡಿಡಿಯ ಬಿಡೊ'}
1801,Sir haa suule Bindu gowda GE,Offensive_Targeted_Insult_Individual,{'kn': 'ಸಾರ್ ಹಾ ಸುಲೆ ಬಿಂದು ಗೌಡ ಗೆ'}
1802,ಈ ಕಥೆಯ ಮೂಲಕ ಸಂಸಾರ ಮಾಡೋಕೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. ಸಂಸ್ಕಾರ ಬಹಳ ಮೂಖ್ಯ ರಿ,Not_offensive,{'kn': 'ಈ ಕಥೆಯ ಮೂಲಕ ಸಂಸಾರ ಮಾಡೋಕೆ ತುಂಬಾ ಚೆನ್ನಾಗಿದೆ. ಸಂಸ್ಕಾರ ಬಹಳ ಮೂಖ್ಯ ರಿ'}
1803,Henu guru songs,Not_offensive,{'kn': 'ಹೇನು ಗುರು ಸಾಂಗ್ಸ್'}
1804,Duplicate  video,Offensive_Targeted_Insult_Other,{'kn': 'ಡಿಪ್ಲಿಕೇಟ್ ವೀಡಿಯೋ'}
1805,Inta kithhodda Sule Maklige tiktok ban Agedu olled aithu,Offensive_Targeted_Insult_Other,{'kn': 'ಇಂತ ಕಿತೋದ್ಧ ಸುಳೆ ಮಕ್ಳಿಗೆ ಟಿಕ್ಟಾಕ್ ಬ್ಯಾನ್ ಅಗೆದು ಆಲಿಡ್ ಐತು'}
1806,kgf gunda ha bey,not-Kannada,{'kn': 'ಜೆಬ್ ಗುಂಡ ಹಾ ಬೀ'}
1807,Avanige gaya vasi agbeku andre..avnu krishna na bhakti madi..vasi madbeku eela Kaliyuga nasa agbeku,Offensive_Targeted_Insult_Other,{'kn': 'ಅವನಿಗೆ ಗಾಯ ವಾಸಿ ಅಗ್ಬೇಕು ಆಂಡ್ರೆ..ಅವನು ಕೃಷ್ಣಾ ನಾ ಭಕ್ತಿ ಮಾಡಿ..ವಾಸಿ ಮಾಡ್ಬೇಕು ಇಲ್ಲಾ ಕಲಿಯುಗ ನಾಸಾ ಅಗ್ಬೇಕು'}
1808,ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ,Not_offensive,{'kn': 'ಯಾರ್ಯಾರು ಕಾಯ್ತಾ ಇದ್ದೀರಾ ಒಂದು ಲೈಕ ಮಾಡಿ'}
1809,Guru nin yelli adru tagondi roast madodu bidbeda ninge bekadre kaalige biltini,Not_offensive,{'kn': 'ಗುರು ನೀನ್ ಎಲ್ಲಿ ಅದ್ರು ತಗೊಂಡಿ ರೋಸ್ಟ್ ಮಾಡೊದು ಬಿದ್ಬಿದ ನಿಂಗೆ ಬೇಕಾದ್ರೆ ಕಾಲಿಗೆ ಬಿಲ್ಚಿನಿ'}
1810,Super  Pak,not-Kannada,{'kn': 'ಸೂಪರ್ ಪ್ಯಾಕ್'}
1811,Thank you sar,not-Kannada,{'kn': 'ಥ್ಯಾಂಕ್ ಯುಎ ಸರ್'}
1812,Anna super talent  anna nimdu ide tara videos  madtabiri,Not_offensive,{'kn': 'ಅನ್ನಾ ಸೂಪರ್ ಟ್ಯಾಲೆಂಟ್ ಅನ್ನಾ ನಿಂದು ಇದೇ ತಾರಾ ವಿಡೀಸ್ ಮದ್ತಬೀರಿ'}
1813,@Kiccha Vitthal ದಬಾಂಗ್ ಆಲ್ಸೋ ಏನು ಆಲ್ರೆಡಿ ಫ್ಲಾಪ್,Offensive_Targeted_Insult_Group,{'kn': '@ಕಿಚ್ಚ ವಿಠಲ್ ದಬಾಂಗ್ ಆಲ್ಸೋ ಏನು ಆಲ್ರೆಡಿ ಫ್ಲಾಪ್'}
1814,Thankz bro ದೊಡ್ಡ ಮಾತು,Not_offensive,{'kn': 'ಥಾಂಕ್ಜ್ ಬ್ರೋ ದೊಡ್ಡ ಮಾತು'}
1815,Thunbha holle msg kotri,Not_offensive,{'kn': 'ತುಂಭ ಹೋಲಿ ಮಿಎಂಗಿಎನ್ ಕೋತ್ರಿ'}
1816,@Gajendra hv neen kano show off gandu... Flirt maadoke bartaane bewarsi... Nimanta chool bewarsi gallindaane hudugiru comment maadoke hogolla jasthi... Jeevndalli hudgirna nodillveno thukaali,Offensive_Targeted_Insult_Individual,{'kn': '@ಗಜೇಂದ್ರ ಹ್ಯೂ ನೀನ್ ಕ್ಯಾನೋ ಶೊ ಅಫ್ ಗಂಡು... ಫ್ಲರ್ಟ್ ಮಾಡೋಕೆ ಬರ್ತನೆ ಬವನರ್ಸಿ... ನಿಮಂತ ಚೋಲ್ ಬವನರ್ಸಿ ಗಲ್ಲಿಂದಾನೆ ಹುಡುಗಿರು ಕಾಮೆಂಟ್ ಮಾಡೋಕೆ ಹೊಗಳಲ್ಲ ಜಾಸ್ತಿ... ಜೀನ್ನಲ್ಲಿ ಹುದ್ಘಿರ್ಣ ನೊಡಿಲ್ಲೀನ್ ತುಕಾಲಿ'}
1817,Sister ಹಾಗೆಲ್ಲ ಮಾಡಲ್ಲ ನಾವು ಯಾರಾದರೂ ತಪ್ಪು ಮಾಡ್ತಿದ್ದೀರೆ ಅಂದಾಗ ಅವರನ್ನ roast ಮಾಡ್ತಿವಿ ಅಷ್ಟೇ.. ಅದು entertainmentಗೆ ಅಷ್ಟೇ.. ತುಂಬಾ ಧನ್ಯದಗಳು ಹೀಗೆ support ಮಾಡ್ತೀರಿ,Not_offensive,{'kn': 'ಸಿಸ್ಟರ್ ಹಾಗೆಲ್ಲ ಮಾಡಲ್ಲ ನಾವು ಯಾರಾದರೂ ತಪ್ಪು ಮಾಡ್ತಿದ್ದೀರೆ ಅಂದಾಗ ಅವರನ್ನ ರೋಸ್ಟ್ ಮಾಡ್ತಿವಿ ಅಷ್ಟೇ.. ಅದು ಇಂಟರ್ಟೆನ್ಮೆಂಟ್ಗೆ ಅಷ್ಟೇ.. ತುಂಬಾ ಧನ್ಯದಗಳು ಹೀಗೆ ಸುಪ್ಪೋರ್ಟ್ ಮಾಡ್ತೀರಿ'}
1818,Very nice togari tippa stori,not-Kannada,{'kn': 'ವೆರಿ ನೀಸ್ ತೊಗರಿ ಟಿಪ್ಪ ಸ್ಟೋರಿ'}
1819,@kiran cg avaru Hyderabad Alli irodu anta heliddu.hyderabad Karnataka region anta helilla,Not_offensive,{'kn': '@ಕಿರಣ್ ಸಿಎಜಿ ಅವರೂ ಹೈದರಾಬಾದ್ ಅಲ್ಲಿ ಇರೊದು ಅಂತ ಹೇಳಿದ್ದು.ಹೈದರಾಬಾದ್ ಕರ್ನಾಟಕ ರೆಗಿಯನ್ ಅಂತ ಹೇಳಿಲ್ಲ'}
1820,ನಿಮ್ಮ ನಾಯಕರಿಗೆ ಹೇಗೆ ಬೇಕಾದರೂ ಹೊಗಳಿಕೊಳ್ಳಿ ಆದರೆ ಇಲ್ಲಿ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣನವರನ್ನು ಎಳೆದು ತರುವುದು ಏಕೆ,Offensive_Targeted_Insult_Individual,{'kn': 'ನಿಮ್ಮ ನಾಯಕರಿಗೆ ಹೇಗೆ ಬೇಕಾದರೂ ಹೊಗಳಿಕೊಳ್ಳಿ ಆದರೆ ಇಲ್ಲಿ ರಶ್ಮಿಕಾ ಮಂದಣ್ಣನವರನ್ನು ಎಳೆದು ತರುವುದು ಏಕೆ'}
1821,super togari tippa,Not_offensive,{'kn': 'ಸೂಪರ್ ತೊಗರಿ ಟಿಪ್ಪ'}
1822,Jai prajvalnJai d boss,Not_offensive,{'kn': 'ಜೈ ಪ್ರಜ್ವಲ್ಞಾಜ್ ಡ್ ಬಾಸ್'}
1823,Nim maathugalu thumba esta aaythu sir,Not_offensive,{'kn': 'ನಿಮ್ ಮಾತುಗಳು ತುಂಬ ಎಸ್ಟ್ ಆಯ್ತು ಸಾರ್'}
1824,Hindi me kab ayega???,not-Kannada,{'kn': 'ಹಿಂದಿ ಮೇ ಕಬ್ ಆಯೇಗ???'}
1825,@nageshwar nagu ನಾನು ಹೇಳ್ತಿರೋದು ಇಷ್ಟೇ ಥಿಯೇಟರ್ ಅಲ್ಲೂ ನೋಡಲ್ಲ atleast ಮೊಬೈಲ್ ಆದ್ರು amazon ಅಲ್ಲಿ ನಿಯತ್ತಾಗಿ ನೋಡಿ nPiracy telegram ಅಲ್ಲಿ ನೋಡ್ಬೇಡಿ ಅಂತಾ,Offensive_Targeted_Insult_Group,{'kn': '@ನಾಗೇಶ್ವರ್ ನಗು ನಾನು ಹೇಳ್ತಿರೋದು ಇಷ್ಟೇ ಥಿಯೇಟರ್ ಅಲ್ಲೂ ನೋಡಲ್ಲ ಅಥ್ಲೆಸ್ಟ್ ಮೊಬೈಲ್ ಆದ್ರು ಅಮೇಜಾನ್ ಅಲ್ಲಿ ನಿಯತ್ತಾಗಿ ನೋಡಿ ನ್ಯಿರಸಿ ತೆಲೆಗ್ರಾಂ ಅಲ್ಲಿ ನೋಡ್ಬೇಡಿ ಅಂತಾ'}
1826,Prajwal devaraj,not-Kannada,{'kn': 'ಪ್ರಜ್ವಲ್ ದೇವರಾಜು'}
1827,Jog falls uh?,not-Kannada,{'kn': 'ಜಾಗ್ ಫಲ್ಸ್ ಊಎ?'}
1828,@krishnanand naik ಸರ್,Not_offensive,{'kn': '@ಕೃಷ್ಣನಂದ ನೈಕ್ ಸರ್'}
1829,Ohh my God🤟🤟,not-Kannada,{'kn': 'ಘ್ಹ್ ಮೈ ಗಾಡ್🤟🤟'}
1830,God bless u Sir...,not-Kannada,{'kn': 'ಗಾಡ್ ಬ್ಲೇಸ್ ಊ ಸಾರ್...'}
1831,mode ON,not-Kannada,{'kn': 'ಮೋಡ್ ಒನ್'}
1832,Neevenu promotion maadilla andru Kannada dalli navu guarantee nodtivi........north Alli promote madrappa .......Valle market idae Alli enta films gae ........madrappa 50 crore plus  min collection agutte,Not_offensive,{'kn': 'ನೀವೆನು ಪ್ರೊಮೋಷನ್ ಮಾಡಿಲ್ಲ ಅಂದ್ರು ಕನ್ನಡ ದಲ್ಲಿ ನಾವು ಗುರಂತೇ ನೋಡ್ತಿವಿ........ನಾರ್ತ್ ಅಲ್ಲಿ ಪ್ರೋಮೋಟ್ ಮಧ್ರಪ್ಪ .......ವಲ್ಲೆ ಮಾರ್ಕೆಟ್ ಇದೇ ಅಲ್ಲಿ ಎಂತ ಫಿಲ್ಮಸ್ ಗೇ ........ಮಧ್ರಪ್ಪ 50 ಕ್ರೋರ್ ಪ್ಲಸ್ ಮೀನ್ ಕಾಲೆಕ್ಷನ್ ಆಗುತ್ತೆ'}
1833,Niv correct agi helidri......Tiktok India dalli ban aglebeku,Not_offensive,{'kn': 'ನೀವ್ ಕಾರ್ಕೆಕ್ಟ್ ಆಗಿ ಹೇಳಿದ್ರಿ......ಟಿಕ್ಟಾಕ್ ಇಂಡಿಯಾ ದಲ್ಲಿ ಬ್ಯಾನ್ ಆಗ್ಲೇಬೇಕು'}
1834,ಇಡೀ ಚಿತ್ರ ತಂಡಕ್ಕೆ ಶುಭ ವಾಗಲಿ,Not_offensive,{'kn': 'ಇಡೀ ಚಿತ್ರ ತಂಡಕ್ಕೆ ಶುಭ ವಾಗಲಿ'}
1835,Edu charitre srustiso avatara,Not_offensive,{'kn': 'ಎದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಅವತಾರ'}
