,tweets,labels
5742,Nam college  alli degree  BE mugisdorigu nayvagi coding bareyoke barallla,1
5743,ಈ ಚಿತ್ರದಲ್ಲಿ ಯಾವ್ ರೇಂಜ್ ಗೆ ಗ್ರಾಫಿಕ್ಸ್ ಮಾಡಿದ್ದಾರೆ ಅಂತ ಮತ್ತೊಬ್ಬ vfx ಆರ್ಟಿಸ್ಟ್ ಗೆ ಗೊತ್ತಾಗೋದು,0
5744,Waiting... Atyadbuta katahandara,0
5745,Rocking Kannada Movie,0
5746,HANDS UP,5
5747,Pride of Karnataka & Kannada,5
5748,ಈ ಟ್ರೈಲರ್ ಪ್ರಜ್ವಲ್ ದೇವರಾಜ್ ಕೆರಿಯರ್ ನ ಬೆಸ್ಟ್ ಟ್ರೈಲರ್ ಒಳ್ಳೆಯದಾಗಲಿ ಆಲ್ ದಿ ಬೆಸ್ಟ್ ಫ್ರಮ್ ಅಪ್ಪು ಬಾಸ್ ಫ್ಯಾನ್ಸ್,0
5749,Number 1 song,5
5750,Trailer supernLast music like a Telugu movie raakshasudu,5
5751,Superb trailer ....,5
5752,@Nandi Parthasarathi haa,5
5753,Super song.....with dance sakathagide,0
5754,ದೊಡ್ಡಬಳ್ಳಾಪುರ ದ ಸೌಂದರ್ಯ ಮಹಲ್ ನಲ್ಲಿ  ಹವಾ ಪಕ್ಕ .   ....n.. ಕಿರಿಕ್ ಪಾರ್ಟಿ after,0
5755,Super voice sir,5
5756,ಏನ್ ಹೇಳಿದಿ ಗುರೂ.. ಸೂಪರ್ ಬಾಸ್n...,0
5757,Video noddor like kodro,0
5758,ಕನ್ನಡ ಸಿನೆಮಾ ಕೆ ಮತ್ತೊಂದು ಗರಿ,0
5759,Curectagi mathadodanna kali..,1
5760,Sariyagi degidiya guru  all the best desha abhimana elade ero sule makkali ge sariyagi deggg bekuuu,1
5761,ಈ ಹಾಡು 'ಅವನೆ ಶ್ರೀಮನ್ ನಾರಾಯಣ' ಚಿತ್ರದ ನನ್ನ ನೆಚ್ಚಿನ ಹಾಡು.,0
5762,Pakka nim movie gellisutteve ##jai Kiccha boss,0
5763,Nice dialogue nan ondhu Sari sathidini enondu sala sayalla,0
5764,Avanu bartidane get ready,0
5765,Haageye e onedu shikariya kathege nannadondu like erlapa,4
5766,@venu gopal kabja release aagli inge support madthivi ..... but Nw it's ASN time .....,0
5767,Yelru onde hindu Muslim anta dived madbedi,0
5768,Masthmaga na duplicate madbitaru Amar sir,2
5769,dont support kannada shit only telugu ji telugu,1
5770,ಈ ಶೆಟ್ರುಗಳ ಸಿನಿಮಾನೆ ಒಂದ್ ರೀತಿ ಚಂದ ಇರುತ್ತೆ,0
5771,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
5772,Culprit @ 3,5
5773,Ninyavaga hindi li nodidiyappa?? Swalpa link share madu??,0
5774,MANJUNATH HM bobby ಸರ್ ಇದು ಉತ್ತರ ಕರ್ನಾಟಕದ ಭಾಗದಲ್ಲಿ ನಡೆದ ನೈಜ ಘಟನೆ ಆಧಾರಿತ ಕಥೆ,5
5775,Kicchana abhimanigala kadeyinda alll the best pakka,0
5776,Sorry filmna  naanu theater hogi nodlilla kshamisi...super movie mobile Alli nodide ..tappige account no heli duddu haktini,0
5777,super bro,5
5778,Good Human being....,5
5779,JACK SPARROW R S,5
5780,E game yavadu bro,0
5781,Movie releaseagli guru,0
5782,@SIDDARAJU D vhhhk,5
5783,ಆದರೆ ನಮ್ಮ ದೇಶದಲ್ಲಿ ರಾಜಕಾರಣದಲ್ಲಿ ಇಚ್ಛಾಶಕ್ತಿ ಕೊರತೆ ಇದೆ ಇದು ಸಾಕಾರ ಆಗುವವರೆಗೂ ಇದೆಲ್ಲ ಸಾಧ್ಯವಿಲ್ಲ..,1
5784,Soori anba song nodi bandavru  like maadi,0
5785,ರಶ್ಮಿಕಾ ಗಿಂತ ಒಳ್ಳೆ ಹುಡುಗಿ ಸಿಗಲಿ ಒಳ್ಳೇದು ಅಗುಲಿ ನಿಮಗೆ,0
5786,ಕನ್ನಡ ಕೈ ಇಟ್ ಮೇಲೆ ಎಲ್ಲಾ ಬೆಂಕಿನ,0
5787,SHYATA YASH,1
5788,Bro valledu yarigu bega kaansodilla,0
5789,Best film ide sirr love u alla ಯಾಕೆ ಇ film ಇಷ್ಟ ಅಂದ್ರೆ ಇದರಲ್ಲಿ ಬರುವ ಪಾತ್ರ ನಮ್ಮ್ಗ ಎನೂ link ಇದೇ ಅನ್ನೋ ಥರ ಇದೆ supper sir,1
5790,Bipin Chettejana Rama Rama Tusu Daksha Vrutha Jaripa.,5
5791,Navalla guru politicians change agbeku kachda galu,1
5792,Super bro,5
5793,Sir nivu bhal chennag matadtiri.all d best ...,0
5794,Jaathigalu ee deshada belavanigege athi dodda thodakaagide.,0
5795,ಎರಡು ಒಳ್ಳೆಯ ವಿಷಯಗಳು ಆಗಬೇಕು ಇವಾಗn1. ದಿಯಾ ಮತ್ತೆ ರಿಲೀಸ್ ಆಗಬೇಕುn2. ಕೊರೋನಾ ನಿಯಂತ್ರಣ ಆಗಬೇಕು.,0
5796,Devre olle avrge yak kasta kodtiya,0
5797,Kannada industry dodd actors ge tagolri film ge bere industry yavarna jasti dudd kott karkond bartira. ellargu shame annsalva ede muttkond heli entavar est Jana idaare,0
5798,Ok about rashmika but not Vijay devarakonda,2
5799,Superb song n video,0
5800,Ur just owsm man!!,5
5801,ನನಗೆ ಮಹಾಭಾರತ ಕಥೆ ಕೇಳಲು ತುಂಬಾ ಇಷ್ಟ ನಾನು ಮಹಾಭಾರತ ಓದಿದ್ದೆನೆ,0
5802,Le Bindu thudugi,2
5803,BGM yav Hollywood gu kammi illa. Amazing song,0
5804,Mujhe kuch smjh nhi aaya but I luv this song,5
5805,Super bro.. Keeping doing like this.... Do more ...trollers.. Jai  trollers. I like trollers,5
5806,ಹೊಸತನ ಅಂತ ಇದಕ್ಕೆ ಹೇಳೋದು ಕನ್ನಡದ ಯಶಸ್ಸು ಇನ್ನೊಂದು ಹಂತಕ್ಕೆ .... ಶತದಿನೋತ್ಸವ ಆಚರಿಸಲಿ....ಯಶ್ ಅಭಿಮಾನಿ ಬಳಗ,0
5807,Hhhhhhhhhhhhhhhhhhhhhiiiiiiiiiiiiiiiiiiinnnnnnnnnnnnndddddddddddddiiiiiiiiiiiiiiiiiiiiii song kaha hya???????,5
5808,Rj naagraj naan bigg fan...neeu prathvi aadru naan nim Rj fan ...aadi age kushi aitu noodi ...film exlnt ee year supr move ...heroin sa acting exlnt . . whole team ....suprb,0
5809,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
5810,It's 20.09 minutes,5
5811,ರಕ್ಷಿತ್ ಶೆಟ್ಟಿ ಸೂಪರ್ ಆಕ್ಟಿಂಗ್ but super action in music,0
5812,ಡಿ ದೇವರ ಅಭಿಮಾನಿಗಳ ಕಡೆಯಿ೦ದ  ಆಲ್ ದಿ ಬೆಸ್ಟ್,0
5813,420 tik tok 420 China,3
5814,@prithvi nayak ನಿ ಷಂಡ,2
5815,I waiting bro,5
5816,ಇದೇ ತರ ಮೂವಿ ಬರಲಿ nಕನ್ನಡ ಚಿತ್ರರಂಗದಲ್ಲಿ nಬೆಳವಣಿಗೆ ತರಲಿ ಅನ್ನೋರುnಲೈಕ್ ಮಾಡಿ,0
5817,ನನಗೆ ನೀವ್‌ ಮಾತಾಡೋ ಸ್ಟೈಲ್ ತುಂಬಾ ಇಷ್ಟ ಅಣ್ಣ ಅದ್ರಲ್ಲು  ಮಂಡ್ಯ ಭಾಷೆ ಉಪಯೋಗಿಸ್ತೀರಲ್ಲ ಮಸ್ತು..... ನಿಮಗೆ ಜಾಸ್ತಿ ಸಬ್ ಸ್ಕ್ರೈಬರ್ಸ್ ಆಗಲಿ ಹೀಗೆ ಅಚೀವ್ ಮಾಡಿ ಅಣ್ಣ ನಮ್ಮನ್ನು ಹೀಗೆ ನಗಿಸಿ ಧನ್ಯವಾದಗಳು ಅಣ್ಣ nಅಣ್ಣ ಆಂಗ್ಲ ಪದ ಬಳಕೆ ಗೆ ಕ್ಷಮಿಸಿ ಆಮೇಲೆ ನನ್ನ ಕಾಮೆಂಟ್ ನಾ ಹಾಕೊಂಡ್ ರುಬ್ಬುಟೀರ,0
5818,Kannadadalle bandilla innu,0
5819,Nice video song,0
5820,Dabba movie annoru like maadi,3
5821,Supar.  Love,0
5822,10 dubbing movie barudakkintha 1 e thara movie bandare sakku.,4
5823,ಮಧ್ಯ ಪ್ರದೇಶದಲ್ಲಿ ಕೂಡ ಓರ್ವ ಮಹಿಳೆಗೆ  ಮಹಾಭಾರತದ ಅಶ್ವತ್ಥಾಮ ಎಂದು ಪರಿಚಯ ಮಾಡಿಕೊಂಡು ಮತ್ತು ಅವಳಿಗೆ ಮಹಾಭಾರತದ ಸನ್ನಿವೇಶಗಳ ವಿಡಿಯೋವನ್ನು ಆ ಮಹಿಳೆಯ ಮನೆ ಗೋಡೆ ಮೇಲೆ ಮಹಾಭಾರತದ ದೃಶ್ಯಗಳನ್ನು ಬರುವ ಹಾಗೆ ಮಾಡಿದ್ದನಂತೆ ಹಾಗೂ ಅವಳಲ್ಲಿ ನೀನು ಯಾರಿಗೆ ಹೇಳದೇ   nಈ ದೃಶ್ಯ ನೋಡಬಹುದು. n     ಇಲ್ಲವಾದಲ್ಲಿ ಹೇಳಿದರೆ ಈ ದೃಶ್ಯ ಕಾಣುವುದಿಲ್ಲ. nಆದ್ದರಿಂದ ನೀನು ನನ್ನ ಮಾತಿನಂತೆ ನಡೆಯಬೇಕು ಎಂದು ವಚನ ತೆಗೆದುಕೊಂಡು ಅಲ್ಲಿಂದ ಅದೃಶ್ಯವಾಗಿದ್ದಾನಂತೆ. .....!,0
5824,ಅವರಪ್ಪ ಒಳ್ಳೆಯ ನಟ ಆಗಿದ್ರು,0
5825,Jai narayana jaihooooooo,0
5826,Nan math nGe fida agode,0
5827,Wt a song sprb song boss,5
5828,@Usha Rao modlu caste system hogbeku inter caste marriage hecchige agbeku...yavag caste hogutto avage reservation hogutte..ella kade nim caste yavudu anta kelore hecchidare..bekabitti illi yaru tinutilla adu hakkide...ella 75%india du property obbare caste hattir ide adu tamugu gottu.,0
5829,Modhlu sariyagi english kaliyo childu,2
5830,Upendra has done,0
5831,ಶುಭಾವಾಗಲಿ.....nಹುಚ್ಚಾ ವೆಂಕಟ ಸೇನೆ ಉಗಂಡಾ.......🤣🤣,0
5832,Promotion madilla guru adke jana bandilla.,1
5833,Happy happy happynFinally Ban tiktokn,5
5834,Nan tik tok account ne delete madi uninstall madidhini bro..,0
5835,ಇಂತಹ ಒಳ್ಳೆಯ ಕನ್ನಡ ಸಿನಿಮಾಗಳನ್ನ ಬೆಳೆಸೋಣ,0
5836,Yena lyrics guru,3
5837,Super video sir,5
5838,shambhu baligar superr,5
5839,@info abhi ಏನ್ ಡೈಲಾಗ್ ಪಾ,0
5840,Bro....ii movie online nalli elli sigutte....or TV yalli yavaga haktare......plzzzzzzzzz helu,0
5841,Thank you Akhillanna,0
5842,Yen bro nivu supper nim fan agbitte,0
5843,ಬಹಳ  ಸೂಪರ್ ಗಿ  ಬೈದ್ದಿದ್ದಾರ   ಅಣ್ಣ,0
5844,@amithkumar D boss fan kanda adhu bale alla kadga..yeshte adru d boss obba g*avne ge bari local (gare kelsdavru,2
5845,Yen Clarity Guru nivu madiro video,0
5846,@anirudh 8 mostly avru Ee film nalli iddare anusutte,0
5847,ನಾನು ಒಂದ್ ಸಲ ಸತ್ತೀದ್ನಿ ಇನ್ ಒನ್ದ್ ಸಲ ಸಾಯಲ್ಲ್,0
5848,Raksihth settru super..............dooper..,0
5849,Sir nimagay salam,0
5850,Adhi... Sprb acting. Olle avakashagalu sigli nimge. Idi team gu olled agli,0
5851,#Shanvi_Srivatsava  #Rakshit_Shetty best pari forever   #Rashmika_Mandanna,0
5852,Super guru est chennagi arta madisidira,0
5853,Ella hantha hellodakke hagodilla eddaru erabhahudu e prapancha ne ondu maye yavudakku uttara sigodilla nambikene ella,0
5854,1st time - chennag illan2nd time - parvagillan3rd time- addicted,0
5855,Bharatha no 1 desha namma deshakke yaudu sari sati ella,4
5856,Slow poison song annoru like Maadi,0
5857,Rakshit Shetty 🤩,5
5858,ತೊಗರಿ ತಿಪ್ಪ ತುಂಬಾ ಚಂದ ಇತ್ತಪ್ಪ,0
5859,Nirikshegu miri cinima agide my favorite movie love you,0
5860,simple star fans adoru like madi,0
5861,Namma bharatadalli baren Hindu muslims G D P tumba jaste..ogattu ella hege  edre  e jamanudalle china ge meresoke agalla..,4
5862,@RADHA RADHA gn mem,5
5863,different but unique & epic song,0
5864,Suuuuper D BOSS,0
5865,Super Jai D Boss,5
5866,Re release Maadi,0
5867,Yintha movie pakka 100 days guru,0
5868,Super sir,5
5869,All hands up nAnd one like,0
5870,Nin prakhara yavdu hit movie in 2019.,0
5871,Super togari tippa,5
5872,Sup song    HANDS UP  ASN,5
5873,#rashmikamandhana  bad girl,2
5874,Highest liked video in sandalwood,0
5875,Hindugale heege mathadudre bere caste avaru innu enen mathadalla,1
5876,@Nandi Parthasarathiಲೆ ಹಾದರಗಿತ್ತಿ.... ನಿನ್ ತುಲ್ಲು ಊರು ಬಾಗ್ಲು ಅನ್ಸುತ್ತೆ,2
5877,Movie release aadmele matte pickup aaguthe,0
5878,Doctor Avrige avana bahse hege gottu.,0
5879,Super Anna ede Tara video s Madi super,0
5880,ಇಪ್ಪತೈದು ವರ್ಷಗಳ ಹಿಂದೆ ಕೇಳಿದ್ದು ಮತ್ತೆ ಕೇಳಿದಾಗ ತುಂಬಾ ಸಂತೋಷ ವಾಯಿತು,0
5881,Super super super,5
5882,Pritvi Amber super,5
5883,Excellent movie,5
5884,Bro super,5
5885,@Mahesh Babu ninu Kalasipalya Sule fan alwa,2
5886,En guru song nHowdoo huliyaaaa,0
5887,Hai guru you tube nalli hest hesto video nodidde adre Nim thara yaru rost madilla.supero super ede thara video madtha eri..,0
5888,@TROLL MONSTER_KANNADA nin yavano helake sule magane,2
5889,Rakshit shetty Future superstar annoru Like madi,0
5890,Dis like madirorige shradaanjali,1
5891,1.3k unlikes madiruvavru rashmika fans irbahoda 🤔 super song shetre slow poison song,1
5892,Super guru ninu,0
5893,Tiktok matra alla bro chaina du ellanu ban madbeku,4
5894,En heldhe guru,0
5895,Bro ninge roost madakke baralla Rc ge nodi kali,2
5896,@prithvi nayak ನಿನ್ ತುಲ್ಲುಗೆ ಗಲೀಜ್,2
5897,ನನಗೆ ತುಂಬಾ ಇಷ್ಟವಾದ ಚಿತ್ರ ದಿಯ,0
5898,hands up. Kannada super. Song ..but .. like me anyone's 2020 like me ..,5
5899,Houdu ashvatama 5000 varsha dinda  idre Krista Shaka 2000 Anta yak aktaidare Hindu galu munche inda idane navu idannu pratipadisabeku I,4
5900,Super bro ....super,5
5901,complete kwatley guru ninu..,0
5902,Vijay prkash singing in super song nSinging  Vijay prakash sir,5
5903,ಕಲ್ಪನಾಲೊಕಕ್ಕೆ ಮಿತಿ ಇಲ್ಲ...  ತೊಗರಿ ತಿಪ್ಪ ನಾಟಕ ಮನೆಮಾತಾಗಿತ್ತು....ದನ್ಯವಾದಗಳು,0
5904,ಇದು ಚರಿತ್ರೆ ಸೃಷ್ಟಿಸೋ ಕಮೆಂಟು..,0
5905,ಜನ ಮರುಳೋ ಜಾತ್ರೆ ಮರುಳೋnಅಂದಹಾಗೆ....nಬೇರೆ ಭಾಷೆಯ ಚಿತ್ರಗಳನ್ನು ನೋಡಿnಸೂಪರ್,0
5906,Very good song.....,0
5907,Slow poisening song suuper.....,5
5908,@Nandi Parthasarathi ನಂದಿನಿ ನಂದಿನಿ ನಿನ್ ಹಾಲ್ ಕೊಡೆ,2
5909,movie was legendary. ninu itihasa baryoke bandirodu maga. kannada indutry history baredre eradu part irutte ondu rakshit baroku munche mattondu rakshit  bandadmele,0
5910,Naavu iddivi nnnEe haadannu cover song prepare madtaidivi nn,0
5911,Narayana song nodi bandavaru like Madi,0
5912,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
5913,Bro Adhu Hage Alla Yenu ilde Ondhu life start madidre yenu ansolla yella iddu kalkondu hege life lead madidre Novvu agutte so adhunna artha madkoli aste bcz avr best life Nodi e life ge bandirtare n avrge Acting bittu bere barolla adru ivru drive madtidare so great alva,0
5914,ಗಾಳಿ  ಮಾತಿನ  ಬಜಾರು  ಸುದ್ದಿಸಾರಿದೆ  ಸುಮಾರು   ಕನ್ನಡ  ಚಿತ್ರಕ್ಕೆ  ಪ್ರೋತ್ಸಹ  ಕೊಡುವವರು   ಕನ್ನಡ  ಚಿತ್ರಕ್ಕೆ  ಒಂದು  ಘನ ಹೆಸರು  nಕನ್ನಡ   ಕನ್ನಡ    nಇದು   ಕನ್ನಡಿಗರು   ಸೃಷ್ಟಿಸೋ  ಅವತಾರ,0
5915,Le gandu nan magane,4
5916,Wt a bgm,5
5917,ಸಾರ್ ಇದೆ ತರಹದ ಜಾನಪದ ಚಟಾಕಿ ಹೆಸರುಗಳನ್ನು ತಿಳಿಸಿ ದಯವಿಟ್ಟು,0
5918,Rite.... Bt avara personal adu.. problems en aitu anta namge gotilla ...yake hudgi mele hig coments mododu brother??? Nam sis ge idu agidre?? Nav en madtidvi??  Aur problems avaru solve modkonda aitu naaav sumne ivele overthinking madta idivi ...,0
5919,magaluru kade kalsi avanannu .navu avanige maddu kodthive.,0
5920,Instagram ali share madi avlna tag madi e math helu bro,0
5921,@Ŕävîñđŕå_02_GøWđřú bro ah sule Nandhini atra yen matu bidi,2
5922,Boss jote yaar chennagirtaro avrigella nam d boss fans yavaglu support made madtare alva bro,0
5923,Nice bro jai D boss,5
5924,super aagide trailer.. 6th film nododu pakka,0
5925,#ASN chitrakke olle dagli song atu adbuta reethili moodi bandide...,0
5926,Rakshit .....rock yaar,5
5927,Dislikers Are rashmika fans maybe,1
5928,IAM Andhra telugu Kannada super Jai Karnataka Jai kannada peoples emi movies raa Babu kannada industry  great Hollywood directors laga film teestaru  selute my brothers ex om film,5
5929,Love you sir super one,5
5930,En guru edu song super,0
5931,ಹಲೋ ಫಾರ್ ನನ್ ಮಗಂಗೆ ಮಾನ ಮರ್ಯಾದೆ ಇಲ್ಲ ಅಣ್ಣ ಇಲ್ಲೋ ಏನು ಆಗಿದೆಯಂತೆ ಯುನೋ ಭಾರತ-ಚೈನಾ ಫಸ್ಟ್ ಕೇಳಿ ಅಣ್ಣ ನಮ್ ದೇಶಕ್ಕೆ ದ್ರೋಹ ಬಗ್ಗೆ ದ್ರೋಹಿಯನ್ನು ಅಣ್ಣ ಇನ್ನೂ ಸ್ವಲ್ಪ ಚೆನ್ನಾಗಿ ಉಗಿರಿ ಅವನಿಗೆ,2
5932,ಎಲ್ಲಾ ಇರೋನು ಒಂದೇ  ಜೈ ಕರ್ನಾಟಕ ಮಾತೆ ಜೈ ಭುವನೇಶ್ವರಿ ಕನ್ನಡದ ಅಭಿಮಾನಿಗಳ ಏನ್ರೀ ಸುದೀಪ ಪಾನ್ ಲೈಕ್ ಮಾಡಿ ದರ್ಶನ್ ಫ್ಯಾನ್ ಲೈಕ್ ಮಾಡಿ ನಾನು ಪುನೀತ್ ಫ್ಯಾನ್ಸ್ ಲೈಕ್ ಮಾಡಿ ಪ್ರೆಸ್ ಟು ಕನ್ನಡ ಸಿನಿಮಾ ನೋಡ್ರಿ,0
5933,I'm full addected this song nಇದು ಚರಿತ್ರೆ ಸ್ರಷ್ಠಿಸೊ ಅವತಾರ,0
5934,Great work bro,5
5935,ಒಬ್ಬ ನಾಯಕನ ಕಥೆಯಲ್ಲಿ ೨ ಯುದ್ದ ಬರುತ್ತೆ ಸಾನ್ವಿ ಬಂದ್ಮೇಲೆ ಒಂದು ಇನೊಂದು ಸಾನ್ವಿ ಹೋದಮೇಲೆ ಅವನೇ ಶ್ರೀಮನಾರಯನ್,0
5936,🤠Narayana swag 🤟ಗೆ ಯಾರು ಫಿದಾ ಆದ್ರಿ like maadi,0
5937,Karavali king Rakshith Shetty fans frm Uttara kannada,0
5938,I like prutvi Ambar (adi) style,5
5939,@Harisha BE,5
5940,Yaru thuldeepanna 🤣🤪,2
5941,Badukina vastavakke hattiravada matugalu... Olledagli sir,0
5942,ವಾರಕ್ಕೆ 10-15 ಸಿನಿಮಾ ರಿಲೀಸ್ ಆದರೆ ಯಾರ್ ನೋಡ್ತಾರೆ,4
5943,Osm bro I vill support u,5
5944,sir in Mamata kotigobba,0
5945,@prithvi nayak ನಿಮ್ಮ ಅಮ್ಮ ಹಾದರಗಿತ್ತಿ,1
5946,Wonderful movie Osm,0
5947,Who is pavan kalyan?,5
5948,ADBHUTHA  Sathya,0
5949,@Sai Kumar may be,5
5950,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
5951,Ragad song  ....,5
5952,ಪ್ರೇಕ್ಷಕರಲ್ಲಿ  ತಲೆ ಇರುವವರು ಹಾಗೂ ತಲೆ ಇಲ್ಲದವರನ್ನು ಪರೀಕ್ಷೆ ಮಾಡಲು ಆವಾಗಾವಾಗ ಅವನು ಬರ್ತಾನೆ !! ಯಾರು ಅವನು ?,0
5953,ಪ್ರಜ್ವಲ್ ಹೊಸ ತನದ ಸಿನಿಮಾ ಇದೆ ಅನಿಸತ್ತೆ,0
5954,All indians plz uninstall  chinese app,0
5955,Shankar ashwath sir devaru  olledu madli sir nimge,0
5956,Nee super guru......,0
5957,Sir nam deshadalli political sari erbeku jati beda elde balbeku avaga devolop agbhdu,0
5958,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
5959,sudeep fan like me,5
5960,@Venkatesh Maraddi हिन्दी ऑडिएंस में भी ASN का गजब क्रेज है। जरूर देखेंगे इस फिल्म को। We will definitely watch this movie....,5
5961,o my god wt a acting bro really my eyes are wet nice concept keep it up bro now a days alli avarage thumba bejar ago tara madatara jana naavu tilidu antavaru agi hag madidre hege heli naavu avara baavanegalige spandisibeku alva avaralli kuda thumba jana achive madidara tamil naadu alli oblu i.p.s agidale enu bala jana ne edara pls frds avarage naavu supportive agirbeku alva nice concept anna,0
5962,ನಮ್ಮ ದೇಶದ ನಂತರ ಅವರಿಗೆ ಸ್ವತಂತ್ರ ಸಿಕ್ಕಿರುವುದು ಅವರೇಕೆ ಅಷ್ಟು ಮುಂದುವರೆದರು nnನಮ್ಮ ದೇಶ ಕಾಂಗ್ರೆಸ್ ಹಂದಿಗಳು ಯಾಕೆ ಉದ್ಧಾರ ಮಾಡಲಿಲ್ಲ,1
5963,Nijwaglu thumba chanagide,0
5964,@Vishal Shetty ಲೊ ಯಾರೋ ನಂದಿನಿ...... ಒನ್ ಲೀಟರ್ ಹಾಲು ಕೊಡ್ತಾಳ,2
5965,Bro super video bro... Eglaaaa adru buddhi barli namm e janagaligi,0
5966,ನನ್ನ ಈ ಕಾಮೆಂಟ್ ಕನ್ನಡ  ಚಲನಚಿತ್ರ ನಟ ನಟಿಯರು,3
5967,uff  kedu,1
5968,ದರ್ಶನ್  ಅವರ    ಜಾಮೀನು ಅರ್ಜಿಯನ್ನು ನ್ಯಾಯಾಲಯ ನಮಸ್ಕಾರ ನಮಸ್ಕಾರ,0
5969,Anna nevu super,0
5970,Sir ennond sala re release madi  dabba nan maklu movie na teligram nalli online nalli bitre yar theater ge barthare sir first film industry navru yalru seri ban madsi film release agi 6 months yalli oragade sigbardhu avagaga nim kasta pattu madiro kelsakke prathipala sigutte   movie release agi next day ne mobile nalli bandre jana theater ge hogodilla soo sad,4
5971,Karnataka ke bandu Kannada matadidna ane guru sullu avnu sooside madko bahudittu alvaa fake news,2
5972,ನಿಮ್ಮ ಚಾನಲ್ ಗೆ subscribe ಆಗಿದಕ್ಕೆ ಕುಶಿ ಆಯಿತು,0
5973,ಹಾಡಿನ ಬರವಣಿಗೆ ತುಂಬಾನೇ ಚೆನ್ನಾಗಿದೆ  nಚರಿತ್ರೆ ಸೃಷ್ಠಿಸೋ ಅವತಾರ,0
5974,ಚಂದನ್ ಶೆಟ್ಟಿ ಟ್ರೊಲ್ ವಿಡಿಯೋ ನೀವು ನೋಡಿ ನೆಗಡ್ಡೆ ಇದ್ರೆ ನಾವ್ ಗ್ಯಾರಂಟಿ,0
5975,ಕನ್ನಡ ಚಿತ್ರರಂಗದ ಹೆಮ್ಮೆ ಪಡುವಂತಹ ಕೆಲಸ,0
